zip,population,latitude,longitude
14898,1469,42.05729,-77.43482
14901,13970,42.07363,-76.74137
14903,7078,42.12372,-76.87771
14904,14861,42.07007,-76.80798
14905,8751,42.08692,-76.84284
15001,31976,40.59161,-80.32078
15003,11387,40.60153,-80.21415
15004,217,40.34216,-80.38289
15005,9570,40.64431,-80.17607
15006,180,40.63351,-79.87678
15007,256,40.65128,-79.93173
15009,15565,40.69933,-80.36464
15010,28542,40.76829,-80.35873
15012,15412,40.15871,-79.81188
15014,3095,40.60859,-79.74149
15015,1291,40.63622,-80.08164
15017,17782,40.34348,-80.12865
15018,712,40.26924,-79.79805
15019,1056,40.40805,-80.33053
15020,481,40.2283,-79.9479
15021,7110,40.39373,-80.43583
15022,9959,40.13329,-79.93661
15024,9325,40.57649,-79.84649
15025,16939,40.29887,-79.9213
15026,4175,40.51043,-80.35662
15027,2258,40.66706,-80.23988
15028,128,40.30194,-79.79891
15030,1018,40.58492,-79.78074
15031,382,40.34802,-80.16235
15033,4572,40.18011,-79.86501
15034,1643,40.35083,-79.89067
15035,2002,40.38488,-79.80726
15037,10417,40.25649,-79.85017
15038,279,40.2499,-79.92379
15042,7733,40.68786,-80.20411
15043,2253,40.55585,-80.48994
15044,27370,40.64009,-79.9492
15045,4368,40.32613,-79.88614
15046,2141,40.55618,-80.22868
15047,203,40.3123,-79.79513
15049,974,40.55545,-79.80366
15050,2155,40.5617,-80.44038
15051,329,40.56812,-79.86076
15052,2873,40.6669,-80.43318
15053,127,40.38056,-80.35975
15054,352,40.36353,-80.4008
15055,1403,40.30642,-80.12296
15056,1041,40.56512,-80.21407
15057,16583,40.35571,-80.24713
15059,4070,40.68056,-80.49182
15060,853,40.37695,-80.29113
15061,12413,40.66013,-80.31082
15062,6780,40.15184,-79.88277
15063,10525,40.19487,-79.92228
15064,360,40.35538,-80.14849
15065,10894,40.64192,-79.72766
15066,12048,40.75119,-80.25269
15067,2142,40.20823,-79.96106
15068,36203,40.56241,-79.7124
15071,12663,40.41486,-80.18981
15072,42,40.13922,-79.85605
15074,8550,40.72837,-80.21937
15075,22,40.58665,-79.82693
15076,1010,40.60949,-79.8374
15077,154,40.62517,-80.4173
15078,714,40.35949,-80.38501
15081,404,40.57471,-80.23614
15082,275,40.38031,-80.21061
15083,913,40.24802,-79.79041
15084,9743,40.6282,-79.8028
15085,8062,40.38497,-79.72539
15086,788,40.664,-80.09593
15087,85,40.19504,-79.84948
15088,344,40.27159,-79.89607
15089,6789,40.22063,-79.73719
15090,25763,40.62587,-80.06766
15101,26036,40.58139,-79.95531
15102,30344,40.32125,-80.03707
15104,8034,40.40379,-79.86249
15106,19244,40.40882,-80.10863
15108,42799,40.50006,-80.20031
15110,5149,40.37321,-79.85024
15112,3655,40.40453,-79.83734
15116,14461,40.5384,-79.95211
15120,18029,40.39597,-79.90689
15122,18816,40.35976,-79.90628
15126,7276,40.46019,-80.28727
15129,10789,40.29348,-79.99515
15131,8209,40.33477,-79.80132
15132,18898,40.33982,-79.84299
15133,6112,40.3257,-79.86127
15135,4859,40.29959,-79.81153
15136,22623,40.46872,-80.10233
15137,10043,40.37762,-79.80902
15139,6702,40.52192,-79.83479
15140,3032,40.4073,-79.7783
15142,1513,40.38474,-80.12231
15143,21851,40.57298,-80.14725
15144,3771,40.54759,-79.78317
15145,6695,40.41451,-79.82352
15146,28332,40.4264,-79.76005
15147,15798,40.49704,-79.82858
15148,2351,40.39351,-79.79525
15201,13333,40.47565,-79.95389
15202,19564,40.50566,-80.06902
15203,10370,40.4257,-79.97491
15204,8467,40.45597,-80.06051
15205,24060,40.4381,-80.10552
15206,29056,40.47244,-79.91324
15207,10961,40.39813,-79.9334
15208,10094,40.45387,-79.89883
15209,12328,40.50007,-79.97463
15210,25227,40.40679,-79.98411
15211,10728,40.4302,-80.01533
15212,27652,40.47106,-80.00844
15213,30466,40.44293,-79.95345
15214,14048,40.48541,-80.01455
15215,11907,40.50457,-79.91338
15216,21471,40.40268,-80.0348
15217,25795,40.43083,-79.91999
15218,13379,40.42366,-79.88924
15219,11376,40.44304,-79.98443
15220,17644,40.41875,-80.04894
15221,29374,40.43457,-79.86631
15222,5725,40.44998,-79.9912
15223,6255,40.50431,-79.95199
15224,10665,40.46737,-79.94623
15225,1085,40.50636,-80.1116
15226,13999,40.39527,-80.01374
15227,28460,40.375,-79.97077
15228,18236,40.37075,-80.04395
15229,15188,40.51995,-80.03866
15232,11349,40.45246,-79.93193
15233,2596,40.45985,-80.03387
15234,14014,40.36808,-80.01782
15235,33951,40.45968,-79.82194
15236,31313,40.34756,-79.97652
15237,43588,40.54834,-80.04682
15238,12868,40.53405,-79.88115
15239,21410,40.48437,-79.73753
15241,22294,40.33293,-80.08291
15243,13456,40.37474,-80.07305
15260,0,40.4432,-79.95306
15275,86,40.45246,-80.18405
15282,5772,40.43602,-79.99042
15290,0,40.45735,-80.01932
15301,50348,40.16411,-80.25304
15310,296,39.79255,-80.48108
15311,843,40.04608,-80.18592
15312,3603,40.25404,-80.43757
15313,422,40.06318,-80.02937
15314,3545,40.14555,-80.01775
15315,1078,39.75741,-79.98319
15316,231,39.76514,-80.26185
15317,43871,40.27105,-80.16535
15320,4558,39.87386,-79.99768
15321,2025,40.32167,-80.18716
15322,1892,39.97655,-80.0488
15323,3860,40.10845,-80.40926
15324,662,40.10074,-80.0654
15325,269,39.94893,-79.96331
15327,1092,39.75088,-79.96293
15329,1390,40.02813,-80.27205
15330,6023,40.18227,-80.09492
15331,891,40.10754,-80.02214
15332,7678,40.24226,-79.99134
15333,1883,40.02693,-80.01429
15334,339,39.81292,-79.9673
15337,474,39.9505,-80.37521
15338,1356,39.81654,-79.96206
15340,1524,40.28654,-80.32258
15341,664,39.82381,-80.34728
15342,5097,40.24533,-80.22061
15344,1541,39.92289,-80.05068
15345,1547,40.02173,-80.10743
15346,509,39.93545,-80.07536
15347,350,40.21807,-80.22469
15348,39,39.98748,-79.99624
15349,1498,39.75885,-80.07795
15350,373,40.29377,-80.20056
15351,1306,39.87827,-79.93068
15352,635,39.75418,-80.40253
15353,67,39.96223,-80.31107
15357,1572,39.93721,-79.98153
15358,1025,40.055,-80.00309
15359,330,39.87667,-80.27555
15360,1690,40.08846,-80.08144
15361,107,40.33277,-80.2623
15362,550,39.75821,-80.21301
15363,605,40.25159,-80.19761
15364,628,39.94557,-80.2849
15365,145,40.15564,-80.38548
15366,550,40.1598,-79.974
15367,9906,40.26321,-80.05474
15368,353,40.0145,-79.9892
15370,13462,39.8734,-80.17991
15376,1441,40.10493,-80.48744
15377,614,39.97973,-80.45083
15378,0,40.27771,-80.27433
15379,64,40.2432,-80.42519
15380,730,39.8725,-80.4692
15401,29942,39.89914,-79.74965
15410,728,39.91246,-79.90352
15411,695,39.74724,-79.34344
15412,208,40.09496,-79.85218
15413,526,39.98493,-79.87141
15416,531,39.85903,-79.72286
15417,7363,40.01466,-79.91464
15419,3421,40.05861,-79.89408
15420,129,39.95981,-79.86537
15421,207,39.84527,-79.59743
15422,302,39.9781,-79.80927
15423,1846,40.08804,-79.92538
15424,2011,39.829,-79.35377
15425,17545,40.02702,-79.55411
15427,789,40.06742,-79.97065
15428,1763,40.0811,-79.68184
15429,551,40.00678,-79.94021
15430,224,40.04025,-79.65534
15431,4661,39.94066,-79.58075
15432,326,40.11301,-79.85913
15433,550,39.97413,-79.95799
15434,280,40.08013,-79.88037
15435,85,39.94314,-79.84731
15436,1750,39.81844,-79.72543
15437,2518,39.79202,-79.59846
15438,1915,40.07485,-79.84431
15440,297,39.73775,-79.64347
15442,2596,40.01542,-79.84019
15443,89,39.91924,-79.88448
15444,1066,40.0134,-79.90836
15445,2314,39.87343,-79.65766
15446,35,40.03172,-79.39433
15447,73,39.9445,-79.93257
15448,150,40.13572,-79.73394
15449,632,39.97267,-79.78055
15450,2252,40.00289,-79.97616
15451,675,39.74018,-79.84005
15454,313,39.86386,-79.87286
15455,332,40.00614,-79.64609
15456,2534,39.92919,-79.6532
15458,2620,39.88715,-79.85099
15459,1861,39.76483,-79.4648
15460,89,39.80712,-79.90756
15461,3792,39.83978,-79.89843
15462,80,40.06136,-79.38113
15463,59,39.9629,-79.89916
15464,1564,39.92463,-79.43695
15465,508,39.93883,-79.64126
15466,413,40.07562,-79.89199
15467,52,39.78931,-79.90526
15468,2211,39.94872,-79.83761
15469,2377,40.01366,-79.41861
15470,601,39.85321,-79.53078
15472,166,39.91933,-79.71679
15473,3422,40.07256,-79.77352
15474,2456,39.75201,-79.90145
15475,944,39.95812,-79.88057
15476,10,39.86888,-79.92228
15477,733,40.07856,-79.86243
15478,5560,39.78601,-79.80099
15479,2010,40.15224,-79.71329
15480,1766,39.98644,-79.76962
15482,456,40.06073,-79.76645
15483,291,40.08352,-79.85036
15484,792,39.89242,-79.77842
15486,2027,40.02762,-79.70981
15488,74,39.97749,-79.75974
15489,146,39.96323,-79.69531
15490,659,40.06782,-79.45327
15492,173,40.11974,-79.76306
15501,16240,40.03582,-79.13024
15502,113,40.03641,-79.25176
15510,2118,39.96435,-79.04009
15520,301,40.10626,-79.06017
15521,1712,40.19972,-78.63176
15522,11111,39.94931,-78.55173
15530,5299,39.94531,-78.91253
15531,3603,40.18537,-79.0794
15532,107,39.76232,-79.06084
15533,1222,39.98585,-78.24566
15534,884,39.89712,-78.69589
15535,1994,39.826,-78.45001
15536,397,39.94956,-78.2109
15537,8083,39.9981,-78.36506
15538,867,39.86644,-78.83233
15539,158,40.12835,-78.59341
15540,418,39.79549,-79.23712
15541,3112,40.04905,-78.98076
15542,1088,39.86742,-79.07851
15544,274,40.13254,-79.09656
15545,2562,39.77943,-78.776
15546,437,40.13717,-79.04758
15547,862,40.1629,-79.07019
15550,1658,39.99025,-78.64493
15551,609,39.88413,-79.26761
15552,5685,39.79629,-78.98232
15554,2726,40.12525,-78.61575
15555,69,40.09758,-79.08132
15557,3323,39.92757,-79.20945
15558,1960,39.7494,-79.09755
15559,2084,40.05914,-78.68241
15560,142,40.01687,-78.90664
15561,179,40.09379,-79.0907
15562,344,39.74165,-79.1219
15563,2824,40.0962,-78.93618
15564,86,39.72967,-78.84542
15565,25,39.75907,-79.11552
15601,56425,40.31397,-79.53643
15610,3988,40.13699,-79.41613
15611,241,40.30656,-79.65266
15612,443,40.13793,-79.59938
15613,12854,40.55355,-79.56577
15615,148,40.36133,-79.73397
15616,363,40.23502,-79.55093
15617,262,40.26856,-79.65805
15618,2386,40.56229,-79.44628
15619,488,40.32051,-79.49719
15620,801,40.32336,-79.33882
15622,682,40.0356,-79.31724
15623,1135,40.3689,-79.62263
15624,218,40.36638,-79.47124
15625,58,40.27048,-79.67925
15626,5129,40.40868,-79.57592
15627,6167,40.35064,-79.30667
15628,458,40.10009,-79.37008
15629,631,40.59731,-79.56304
15631,672,40.08968,-79.58527
15632,8377,40.43803,-79.60668
15633,682,40.35941,-79.51699
15634,421,40.32533,-79.60596
15635,228,40.34891,-79.49877
15636,3560,40.36459,-79.65619
15637,1821,40.26125,-79.71203
15638,104,40.26466,-79.4017
15639,2160,40.20927,-79.59379
15640,355,40.22315,-79.73243
15641,464,40.63151,-79.58909
15642,46325,40.32045,-79.72119
15644,18512,40.34681,-79.61278
15646,161,40.09517,-79.34448
15647,49,40.34262,-79.72009
15650,26312,40.27527,-79.39213
15655,357,40.19739,-79.18141
15656,9506,40.64114,-79.61981
15658,8115,40.25467,-79.22217
15660,299,40.24669,-79.77293
15661,858,40.32192,-79.36007
15662,969,40.33892,-79.47972
15663,377,40.25233,-79.67958
15665,1339,40.33925,-79.66338
15666,15980,40.15858,-79.51398
15668,14584,40.46352,-79.67168
15670,3675,40.40783,-79.4321
15671,671,40.36038,-79.32146
15672,3321,40.24428,-79.63069
15673,1156,40.59383,-79.55634
15674,158,40.20672,-79.49636
15675,1290,40.33363,-79.63867
15676,544,40.24303,-79.45913
15677,516,40.15048,-79.23113
15678,472,40.28447,-79.72579
15679,2781,40.18126,-79.64982
15680,230,40.52104,-79.49638
15681,4698,40.5023,-79.43873
15682,234,40.68301,-79.63696
15683,7643,40.10926,-79.60492
15684,201,40.4629,-79.50629
15686,1102,40.61802,-79.43635
15687,1241,40.13149,-79.31977
15688,612,40.1734,-79.58602
15689,92,40.2253,-79.49164
15690,8985,40.6455,-79.54243
15691,302,40.29668,-79.68411
15692,992,40.33086,-79.67861
15693,277,40.24939,-79.40592
15695,181,40.19707,-79.69284
15696,218,40.2798,-79.36587
15697,2877,40.24054,-79.5803
15698,789,40.2167,-79.68894
15701,31269,40.62935,-79.15056
15705,3101,40.61588,-79.15983
15710,188,40.64019,-78.87193
15711,322,41.00926,-78.96235
15712,42,40.79323,-78.84692
15713,131,40.5698,-79.26184
15714,5205,40.63962,-78.82978
15715,505,40.97017,-78.87655
15716,369,40.47025,-79.19031
15717,9206,40.45354,-79.23896
15720,382,40.53896,-79.06625
15721,161,40.82029,-78.78739
15722,2358,40.59833,-78.72532
15723,26,40.70066,-79.1582
15724,2049,40.73545,-78.81746
15725,979,40.51751,-79.33954
15727,195,40.56498,-79.31496
15728,3510,40.6757,-78.96644
15729,970,40.70583,-78.92049
15730,142,41.02749,-79.07921
15731,200,40.50383,-79.1767
15732,1606,40.72829,-79.21336
15733,71,40.9869,-78.96072
15734,176,40.72046,-79.00836
15736,386,40.69945,-79.36946
15737,123,40.59871,-78.75356
15738,186,40.69039,-78.78174
15739,366,40.67875,-79.16454
15741,45,40.80601,-78.88924
15742,929,40.81042,-78.8688
15744,44,40.91722,-79.07119
15745,239,40.62264,-78.91347
15746,105,40.75285,-78.87455
15747,1641,40.76533,-79.14562
15748,7343,40.52489,-79.087
15750,347,40.48377,-79.18256
15752,143,40.5408,-79.28177
15753,463,40.78681,-78.64728
15754,266,40.55667,-79.15152
15756,196,40.57134,-79.30096
15757,1272,40.8902,-78.73733
15759,2550,40.7721,-79.03045
15760,127,40.64583,-78.80509
15761,144,40.63399,-78.89019
15762,887,40.6001,-78.83309
15763,15,40.90718,-79.12795
15764,178,40.99423,-79.02773
15765,1469,40.59661,-78.99574
15767,13918,40.95859,-78.96974
15770,188,40.99528,-79.15747
15771,903,40.83309,-78.99009
15772,1556,40.87392,-78.89984
15773,448,40.63075,-78.73041
15774,2602,40.65729,-79.32508
15775,513,40.63488,-78.78405
15776,29,41.01348,-79.11442
15777,28,40.69749,-78.96255
15778,367,40.96728,-79.19901
15779,526,40.40008,-79.21846
15780,120,40.91628,-79.05606
15781,89,40.96375,-78.98679
15783,113,40.60297,-79.34495
15784,49,41.02449,-79.13937
15801,20160,41.12867,-78.72352
15821,74,41.35868,-78.36453
15823,1266,41.25888,-78.71001
15824,5115,41.24831,-78.83828
15825,9426,41.17005,-79.03885
15827,301,41.29479,-78.50582
15828,285,41.35104,-79.13906
15829,1233,41.17337,-79.19324
15831,58,41.35305,-78.604
15832,289,41.35301,-78.19053
15834,4015,41.51228,-78.27811
15840,1928,41.16927,-78.82708
15841,226,41.25798,-78.50441
15845,3121,41.50714,-78.69066
15846,3408,41.33375,-78.6147
15847,65,41.08614,-79.02948
15848,1085,41.03137,-78.71908
15849,1369,41.17838,-78.55592
15851,7059,41.10115,-78.90316
15853,6420,41.39253,-78.79357
15856,776,41.08906,-78.6154
15857,12736,41.45671,-78.53439
15860,1160,41.3435,-79.04697
15861,84,41.3221,-78.07246
15863,159,41.0157,-78.83847
15864,1789,41.09911,-79.19532
15865,923,41.0508,-78.81418
15866,201,41.02587,-78.78628
15868,1435,41.29885,-78.41799
15870,1109,41.58116,-78.57935
15901,3397,40.32845,-78.9146
15902,11462,40.32,-78.87911
15904,16026,40.3056,-78.84382
15905,19329,40.29423,-78.98035
15906,9504,40.37806,-78.93356
15909,4571,40.40783,-78.87047
15920,695,40.46705,-79.05006
15921,269,40.31642,-78.69786
15922,82,40.51853,-78.87794
15923,1585,40.35518,-79.16447
15924,740,40.10684,-78.77527
15925,101,40.40851,-78.6407
15926,2602,40.04783,-78.81934
15927,846,40.54148,-78.78019
15928,2171,40.23943,-78.91591
15929,112,40.47683,-79.0042
15930,413,40.29468,-78.71732
15931,8919,40.51612,-78.76225
15934,36,40.28107,-78.79589
15935,2514,40.20112,-78.96755
15936,1463,40.16221,-78.89584
15937,543,40.21463,-78.98105
15938,2312,40.42215,-78.6057
15940,3841,40.52128,-78.63218
15942,2185,40.40584,-78.81215
15943,3925,40.47437,-78.83513
15944,3063,40.36295,-79.0816
15945,173,40.35909,-78.86867
15946,6561,40.37248,-78.63573
15948,391,40.48986,-78.76699
15949,716,40.4055,-79.13442
15951,633,40.3307,-78.77209
15952,1015,40.30348,-78.77614
15953,96,40.21113,-78.89049
15954,2279,40.41837,-79.00051
15955,2399,40.30878,-78.69285
15956,2274,40.35022,-78.78819
15957,262,40.53953,-78.89744
15958,2260,40.3891,-78.73284
15960,163,40.49848,-78.85184
15961,875,40.46187,-78.9382
15962,391,40.38942,-78.71644
15963,10132,40.21676,-78.77234
16001,39234,40.91049,-79.94376
16002,15587,40.81568,-79.85638
16020,1169,41.11651,-79.89648
16022,219,41.05461,-79.7333
16023,4082,40.78495,-79.74921
16024,210,40.73961,-80.03719
16025,4793,40.94464,-79.75841
16027,423,40.81822,-80.01531
16028,1981,40.95684,-79.63985
16029,916,40.87996,-79.84602
16030,272,41.13619,-79.79699
16033,8185,40.79355,-80.04618
16034,1752,40.86051,-79.7288
16035,252,41.10779,-80.01659
16036,305,41.13519,-79.66948
16037,5291,40.85103,-80.12592
16038,3292,41.15967,-79.95042
16040,1013,41.09399,-79.84537
16041,1747,41.00693,-79.71395
16045,1136,40.85277,-79.91626
16046,19757,40.70192,-80.02866
16048,225,41.05217,-79.80349
16049,2965,41.09622,-79.67258
16050,1097,41.04362,-79.77379
16051,3119,40.94459,-80.14152
16052,2215,40.90579,-80.06154
16053,3429,40.81194,-79.9826
16054,333,41.15651,-79.65711
16055,8993,40.7157,-79.74753
16056,4232,40.72301,-79.83911
16057,15718,41.03427,-80.0579
16059,10062,40.70425,-79.92812
16061,2564,41.00866,-79.88687
16063,8256,40.76352,-80.12773
16066,33873,40.71114,-80.10606
16101,30767,40.98776,-80.28814
16102,4929,40.96173,-80.41616
16105,15418,41.05285,-80.33918
16110,295,41.49757,-80.38591
16111,1282,41.51936,-80.28463
16112,1322,40.96812,-80.50099
16113,358,41.2828,-80.42569
16114,579,41.40432,-80.18766
16115,3467,40.79433,-80.46289
16116,2727,41.03744,-80.45212
16117,15786,40.8743,-80.2568
16120,2221,40.892,-80.47344
16121,4199,41.21121,-80.49696
16123,2335,40.82389,-80.19844
16124,1462,41.33336,-80.26486
16125,17178,41.40565,-80.37135
16127,15117,41.17433,-80.07002
16130,1810,41.44315,-80.21668
16131,777,41.54908,-80.37617
16132,327,41.00603,-80.50449
16133,1425,41.27101,-80.11562
16134,3992,41.50315,-80.46571
16136,811,40.83425,-80.32369
16137,12490,41.23219,-80.2397
16140,293,41.09355,-80.51078
16141,2033,40.87237,-80.3968
16142,5522,41.13908,-80.34084
16143,2100,41.10528,-80.45434
16145,2660,41.38574,-80.07422
16146,12936,41.23478,-80.49932
16148,16545,41.23147,-80.43199
16150,6856,41.28687,-80.44509
16151,52,41.4428,-80.2056
16153,2234,41.31845,-80.08122
16154,2539,41.32539,-80.42111
16155,98,41.06771,-80.51073
16156,3431,41.09702,-80.21943
16157,2840,40.88902,-80.33509
16159,4455,41.15967,-80.46858
16160,909,40.9283,-80.36235
16161,819,41.20232,-80.49282
16172,983,41.1177,-80.33105
16201,17040,40.80984,-79.47204
16210,574,40.89697,-79.519
16211,218,40.79436,-79.2023
16212,261,40.75239,-79.57795
16213,107,41.12556,-79.55831
16214,8494,41.2008,-79.36046
16217,77,41.34908,-79.18095
16218,1000,40.92705,-79.59325
16220,19,41.41817,-79.26659
16222,3306,40.87171,-79.25719
16223,65,40.98701,-79.35381
16224,763,41.06314,-79.29245
16226,7689,40.71139,-79.48608
16228,409,40.76076,-79.5358
16229,4798,40.71624,-79.64567
16230,501,41.02099,-79.27817
16232,4025,41.22197,-79.54923
16233,1195,41.36162,-79.27588
16235,1356,41.31759,-79.34943
16236,405,40.78119,-79.52376
16238,402,40.78778,-79.52036
16239,3951,41.49507,-79.1297
16240,1327,41.03316,-79.22432
16242,4513,41.0031,-79.35479
16244,342,40.80499,-79.27905
16245,196,41.00153,-79.29311
16246,152,40.79167,-79.18215
16248,3216,41.03412,-79.50348
16249,1791,40.76209,-79.32163
16250,240,40.77566,-79.23782
16253,87,40.954,-79.34106
16254,3516,41.26557,-79.45259
16255,1981,41.1267,-79.46809
16256,2162,40.8661,-79.13611
16258,1837,41.2307,-79.27217
16259,1911,40.92699,-79.45692
16260,293,41.41102,-79.23092
16262,2772,40.8377,-79.65266
16263,259,40.80118,-79.34108
16301,15233,41.45596,-79.64946
16311,421,41.45706,-80.03477
16312,31,41.93218,-79.30324
16313,1653,41.72294,-79.13884
16314,5188,41.51895,-80.06782
16316,4562,41.6012,-80.29958
16317,1220,41.53232,-79.85258
16319,961,41.3216,-79.62942
16321,11,41.56835,-79.40084
16322,159,41.60567,-79.38428
16323,14353,41.41286,-79.83047
16326,283,41.36733,-79.43182
16327,2553,41.6323,-79.95878
16328,231,41.651,-79.72716
16329,441,41.80642,-79.27684
16331,123,41.29047,-79.56435
16332,121,41.36096,-79.36873
16333,248,41.74922,-78.9323
16334,453,41.29749,-79.44968
16335,27175,41.63143,-80.15378
16340,1763,41.79864,-79.41749
16341,1761,41.56288,-79.54703
16342,2126,41.31995,-79.9294
16343,670,41.42204,-79.75233
16344,460,41.47045,-79.684
16345,3436,41.95085,-79.07548
16346,3201,41.37845,-79.6727
16347,1596,41.64671,-79.06481
16350,2477,41.96323,-79.3322
16351,1576,41.67583,-79.37285
16352,263,41.76615,-79.03644
16353,2473,41.49359,-79.38839
16354,9989,41.61476,-79.70637
16360,1363,41.68167,-79.89028
16361,49,41.38597,-79.3422
16362,1066,41.45032,-79.96284
16364,1306,41.36379,-79.51517
16365,17292,41.83943,-79.15324
16370,215,41.56586,-79.44796
16371,3211,41.86751,-79.3187
16372,517,41.20121,-79.87406
16373,3254,41.20786,-79.69796
16374,1672,41.26136,-79.81066
16401,3744,41.88044,-80.40395
16402,624,41.96459,-79.48076
16403,6959,41.7912,-80.02017
16404,3446,41.72483,-79.79018
16405,514,41.938,-79.5335
16406,3388,41.75047,-80.36273
16407,10525,41.91743,-79.66374
16410,1931,41.92012,-80.30482
16411,1325,41.97781,-80.45037
16412,9612,41.88212,-80.16392
16415,10104,42.03122,-80.22873
16416,113,41.82606,-79.47311
16417,8599,41.97107,-80.31039
16420,515,41.69481,-79.54544
16421,2289,42.17036,-79.9351
16422,95,41.66555,-80.31447
16423,3857,42.01881,-80.34253
16424,4503,41.65887,-80.44175
16426,3273,41.98121,-80.13937
16427,204,41.87466,-79.97132
16428,12595,42.17109,-79.82907
16430,148,42.00413,-80.41823
16433,4694,41.73553,-80.14316
16434,3120,41.79442,-79.66765
16435,1677,41.81937,-80.38356
16436,639,41.85563,-79.49889
16438,7421,41.89084,-79.84709
16440,787,41.78673,-80.13088
16441,9134,41.9554,-79.98552
16442,3050,42.04094,-79.82631
16443,1196,41.93745,-80.47831
16444,1190,41.87071,-80.12175
16475,2194,41.87645,-80.36107
16501,2022,42.12096,-80.08958
16502,15995,42.11073,-80.10123
16503,15753,42.12718,-80.06103
16504,15931,42.10942,-80.0489
16505,15270,42.11789,-80.14304
16506,24070,42.06449,-80.15472
16507,8597,42.13575,-80.08743
16508,14958,42.09719,-80.09249
16509,28595,42.05861,-80.04419
16510,24198,42.11184,-79.95395
16511,11776,42.16529,-79.99667
16546,929,42.10389,-80.05338
16550,0,42.13378,-80.08495
16563,1607,42.11929,-79.98643
16601,33515,40.55338,-78.37283
16602,26352,40.51491,-78.37052
16611,2665,40.56719,-78.10214
16613,1647,40.53723,-78.53214
16616,103,40.76832,-78.45128
16617,2392,40.6036,-78.32995
16619,393,40.68367,-78.41591
16620,326,40.83947,-78.35259
16621,604,40.22888,-78.12298
16622,82,40.32853,-78.0692
16623,492,40.27618,-78.04556
16624,253,40.5651,-78.60664
16625,3147,40.28482,-78.50855
16627,1927,40.75272,-78.50036
16630,4726,40.46231,-78.58003
16631,57,40.27141,-78.34754
16633,313,40.15969,-78.23259
16634,262,40.2105,-78.17308
16635,12003,40.41621,-78.48743
16636,808,40.60214,-78.50161
16637,2345,40.34214,-78.47079
16638,58,40.33809,-78.2012
16639,1390,40.68566,-78.44912
16640,1077,40.70657,-78.5702
16641,2348,40.50774,-78.57146
16645,204,40.80204,-78.49932
16646,2185,40.68291,-78.71579
16647,864,40.39514,-78.09798
16648,14904,40.44231,-78.33242
16650,1796,40.11592,-78.29237
16651,5484,40.8505,-78.37945
16652,15866,40.51692,-77.95302
16654,1906,40.49189,-78.02854
16655,1427,40.24898,-78.55092
16656,1148,40.8066,-78.56353
16657,1170,40.32486,-78.17757
16659,255,40.16063,-78.39138
16661,944,40.83058,-78.45026
16662,6069,40.30635,-78.29961
16664,2195,40.17822,-78.42437
16665,253,40.38898,-78.43491
16666,2999,40.87056,-78.31286
16667,1371,40.18213,-78.52546
16668,3507,40.65072,-78.61974
16669,2099,40.65737,-77.90675
16670,89,40.25828,-78.50556
16671,411,40.79414,-78.40203
16672,177,40.16935,-78.24324
16673,5204,40.30671,-78.39026
16674,548,40.1865,-78.07926
16675,88,40.68796,-78.67905
16677,239,40.81507,-78.2457
16678,2452,40.2252,-78.23421
16679,656,40.15659,-78.195
16680,359,40.75149,-78.40254
16682,402,40.27206,-78.4565
16683,353,40.65595,-78.07313
16684,108,40.63541,-78.29685
16685,303,40.28019,-78.08063
16686,13427,40.67056,-78.24102
16689,389,40.10737,-78.10028
16691,325,40.07744,-78.1473
16692,923,40.75935,-78.72053
16693,3795,40.46519,-78.21593
16694,355,40.17259,-78.12852
16695,941,40.20327,-78.35943
16699,0,40.44736,-78.56054
16701,16556,41.91105,-78.77385
16720,1261,41.5793,-78.02599
16724,69,41.74674,-78.39022
16725,147,41.89881,-78.66328
16726,665,41.80456,-78.57787
16727,37,41.98501,-78.5338
16729,684,41.96501,-78.4788
16730,27,41.81339,-78.42309
16731,2407,41.94625,-78.37126
16732,241,41.85921,-78.60843
16733,226,41.70303,-78.59514
16734,174,41.61806,-78.84418
16735,6149,41.63045,-78.81
16738,2118,41.80511,-78.73929
16740,878,41.69255,-78.54998
16743,4061,41.7888,-78.26016
16744,187,41.87567,-78.56941
16745,592,41.92578,-78.49042
16746,1046,41.79064,-78.13858
16748,2908,41.9427,-78.14425
16749,3777,41.75578,-78.4214
16750,464,41.88796,-78.29682
16801,40774,40.78538,-77.84214
16802,14793,40.79867,-77.86481
16803,23977,40.80849,-77.89449
16820,1457,40.91995,-77.38702
16821,93,40.95888,-78.19875
16822,1784,41.15813,-77.71441
16823,29126,40.92734,-77.76685
16825,231,40.98803,-78.31208
16826,439,41.06199,-77.58598
16827,5123,40.76607,-77.77739
16828,5000,40.80704,-77.69097
16829,762,41.08223,-77.89386
16830,13526,41.08569,-78.43317
16832,224,40.84711,-77.4347
16833,5021,40.94158,-78.57862
16834,733,41.0391,-78.10389
16835,199,40.90668,-77.87731
16836,1057,41.14633,-78.26454
16837,81,40.94576,-78.47494
16838,1821,40.98923,-78.64292
16839,392,41.00319,-78.11113
16840,476,40.92555,-78.20214
16841,6477,41.03399,-77.69011
16843,165,41.00849,-78.46269
16844,2606,40.91285,-77.93261
16845,1010,41.15641,-78.02422
16847,221,40.99941,-78.16439
16848,215,41.01247,-77.53455
16849,149,40.95978,-78.11431
16851,974,40.81229,-77.80132
16852,203,40.93639,-77.5386
16853,242,40.94045,-77.78638
16854,883,40.89697,-77.47228
16855,172,40.99902,-78.36046
